State,County FIPS Code,County or Equivalent,Seat
New Hampshire,33015,Rockingham County,Brentwood
New Hampshire,33017,Strafford County,Dover
New Hampshire,33019,Sullivan County,Newport
New Jersey,34001,Atlantic County,Mays Landing
New Jersey,34003,Bergen County,Hackensack
New Jersey,34005,Burlington County,Mount Holly
New Jersey,34007,Camden County,Camden
New Jersey,34009,Cape May County,Cape May
New Jersey,34011,Cumberland County,Bridgeton
New Jersey,34013,Essex County,Newark
New Jersey,34015,Gloucester County,Woodbury
New Jersey,34017,Hudson County,Jersey City
New Jersey,34019,Hunterdon County,Flemington
New Jersey,34021,Mercer County,Trenton
New Jersey,34023,Middlesex County,New Brunswick
New Jersey,34025,Monmouth County,Freehold
New Jersey,34027,Morris County,Morristown
New Jersey,34029,Ocean County,Toms River
New Jersey,34031,Passaic County,Paterson
New Jersey,34033,Salem County,Salem
New Jersey,34035,Somerset County,Somerville
New Jersey,34037,Sussex County,Newton
New Jersey,34039,Union County,Elizabeth
New Jersey,34041,Warren County,Belvidere
New Mexico,35001,Bernalillo County,Albuquerque
New Mexico,35003,Catron County,Reserve
New Mexico,35005,Chaves County,Roswell
New Mexico,35006,Cibola County,Grants
New Mexico,35007,Colfax County,Raton
New Mexico,35009,Curry County,Clovis
New Mexico,35011,De Baca County,Fort Sumner
New Mexico,35013,Doña Ana County,Las Cruces
New Mexico,35015,Eddy County,Carlsbad
New Mexico,35017,Grant County,Silver City
New Mexico,35019,Guadalupe County,Santa Rosa
New Mexico,35021,Harding County,Mosquero
New Mexico,35023,Hidalgo County,Lordsburg
New Mexico,35025,Lea County,Lovington
New Mexico,35027,Lincoln County,Carrizozo
New Mexico,35028,Los Alamos County,Los Alamos
New Mexico,35029,Luna County,Deming
New Mexico,35031,McKinley County,Gallup
New Mexico,35033,Mora County,Mora
New Mexico,35035,Otero County,Alamogordo
New Mexico,35037,Quay County,Tucumcari
New Mexico,35039,Rio Arriba County,Tierra Amarilla
New Mexico,35041,Roosevelt County,Portales
New Mexico,35045,San Juan County,Aztec
New Mexico,35045,San Juan County,Aztec
New Mexico,35047,San Miguel County,Las Vegas
New Mexico,35043,Sandoval County,Bernalillo
New Mexico,35049,Santa Fe County,Santa Fe
New Mexico,35051,Sierra County,Truth or Consequences
New Mexico,35053,Socorro County,Socorro
New Mexico,35055,Taos County,Taos
New Mexico,35057,Torrance County,Estancia
New Mexico,35059,Union County,Clayton
New Mexico,35061,Valencia County,Los Lunas
New York,36001,Albany County,Albany
New York,36003,Allegany County,Belmont
New York,36005,Bronx County,Bronx
New York,36007,Broome County,Binghamton
New York,36009,Cattaraugus County,Little Valley
New York,36011,Cayuga County,Auburn
New York,36013,Chautauqua County,Mayville
New York,36015,Chemung County,Elmira
New York,36017,Chenango County,Norwich
New York,36019,Clinton County,Plattsburgh
New York,36021,Columbia County,Hudson
New York,36023,Cortland County,Cortland
New York,36025,Delaware County,Delhi
New York,36027,Dutchess County,Poughkeepsie
New York,36029,Erie County,Buffalo
New York,36031,Essex County,Elizabethtown
New York,36033,Franklin County,Malone
New York,36035,Fulton County,Johnstown
New York,36037,Genesee County,Batavia
New York,36039,Greene County,Catskill
New York,36041,Hamilton County,Lake Pleasant
New York,36043,Herkimer County,Herkimer
New York,36045,Jefferson County,Watertown
New York,36047,Kings County,Brooklyn
New York,36049,Lewis County,Lowville
New York,36051,Livingston County,Geneseo
New York,36053,Madison County,Wampsville
New York,36055,Monroe County,Rochester
New York,36057,Montgomery County,Fonda
New York,36059,Nassau County,Mineola
New York,36061,New York County,Manhattan
New York,36063,Niagara County,Lockport
New York,36065,Oneida County,Utica
New York,36067,Onondaga County,Syracuse
New York,36069,Ontario County,Canandaigua
New York,36071,Orange County,Goshen
New York,36073,Orleans County,Albion
New York,36075,Oswego County,Oswego
New York,36077,Otsego County,Cooperstown
New York,36079,Putnam County,Carmel
New York,36081,Queens County,Queens
New York,36083,Rensselaer County,Troy
New York,36085,Richmond County,Staten Island
New York,36087,Rockland County,New City
New York,36091,Saratoga County,Ballston Spa
New York,36093,Schenectady County,Schenectady
New York,36095,Schoharie County,Schoharie
New York,36097,Schuyler County,Watkins Glen
New York,36099,Seneca County,Waterloo
New York,36089,St. Lawrence County,Canton
New York,36101,Steuben County,Bath
New York,36103,Suffolk County,Riverhead
New York,36105,Sullivan County,Monticello
New York,36107,Tioga County,Owego
New York,36109,Tompkins County,Ithaca
New York,36111,Ulster County,Kingston
New York,36113,Warren County,Queensbury
New York,36115,Washington County,Fort Edward
New York,36117,Wayne County,Lyons
New York,36119,Westchester County,White Plains
New York,36121,Wyoming County,Warsaw
New York,36123,Yates County,Penn Yan
North Carolina,37001,Alamance County,Graham
North Carolina,37003,Alexander County,Taylorsville
North Carolina,37005,Alleghany County,Sparta
North Carolina,37007,Anson County,Wadesboro
North Carolina,37009,Ashe County,Jefferson
North Carolina,37011,Avery County,Newland
North Carolina,37013,Beaufort County,Washington
North Carolina,37015,Bertie County,Windsor
North Carolina,37017,Bladen County,Elizabethtown
North Carolina,37019,Brunswick County,Bolivia
North Carolina,37021,Buncombe County,Asheville
North Carolina,37023,Burke County,Morganton
North Carolina,37025,Cabarrus County,Concord
North Carolina,37027,Caldwell County,Lenoir
North Carolina,37029,Camden County,Camden
North Carolina,37031,Carteret County,Beaufort
North Carolina,37033,Caswell County,Yanceyville
North Carolina,37035,Catawba County,Newton
North Carolina,37037,Chatham County,Pittsboro
North Carolina,37039,Cherokee County,Murphy
North Carolina,37041,Chowan County,Edenton
North Carolina,37043,Clay County,Hayesville
North Carolina,37045,Cleveland County,Shelby
North Carolina,37047,Columbus County,Whiteville
North Carolina,37049,Craven County,New Bern
North Carolina,37051,Cumberland County,Fayetteville
North Carolina,37053,Currituck County,Currituck
North Carolina,37055,Dare County,Manteo
North Carolina,37057,Davidson County,Lexington
North Carolina,37059,Davie County,Mocksville
North Carolina,37061,Duplin County,Kenansville
North Carolina,37063,Durham County,Durham
North Carolina,37065,Edgecombe County,Tarboro
North Carolina,37067,Forsyth County,Winston-Salem
North Carolina,37069,Franklin County,Louisburg
North Carolina,37071,Gaston County,Gastonia
North Carolina,37073,Gates County,Gatesville
North Carolina,37075,Graham County,Robbinsville
North Carolina,37077,Granville County,Oxford
North Carolina,37079,Greene County,Snow Hill
North Carolina,37081,Guilford County,Greensboro
North Carolina,37083,Halifax County,Halifax
North Carolina,37085,Harnett County,Lillington
North Carolina,37087,Haywood County,Waynesville
North Carolina,37089,Henderson County,Hendersonville
North Carolina,37091,Hertford County,Winton
North Carolina,37093,Hoke County,Raeford
North Carolina,37095,Hyde County,Swan Quarter
North Carolina,37097,Iredell County,Statesville
North Carolina,37099,Jackson County,Sylva
North Carolina,37101,Johnston County,Smithfield
North Carolina,37103,Jones County,Trenton
North Carolina,37105,Lee County,Sanford
North Carolina,37107,Lenoir County,Kinston
North Carolina,37109,Lincoln County,Lincolnton
North Carolina,37113,Macon County,Franklin
North Carolina,37115,Madison County,Marshall
North Carolina,37117,Martin County,Williamston
North Carolina,37111,McDowell County,Marion
North Carolina,37119,Mecklenburg County,Charlotte
North Carolina,37121,Mitchell County,Bakersville
North Carolina,37123,Montgomery County,Troy
North Carolina,37125,Moore County,Carthage
North Carolina,37127,Nash County,Nashville
North Carolina,37129,New Hanover County,Wilmington
North Carolina,37131,Northampton County,Jackson
North Carolina,37133,Onslow County,Jacksonville
North Carolina,37135,Orange County,Hillsborough
North Carolina,37137,Pamlico County,Bayboro
North Carolina,37139,Pasquotank County,Elizabeth City
North Carolina,37141,Pender County,Burgaw
North Carolina,37143,Perquimans County,Hertford
North Carolina,37145,Person County,Roxboro
North Carolina,37147,Pitt County,Greenville
North Carolina,37149,Polk County,Columbus
North Carolina,37151,Randolph County,Asheboro
North Carolina,37153,Richmond County,Rockingham
North Carolina,37155,Robeson County,Lumberton
North Carolina,37157,Rockingham County,Wentworth
North Carolina,37159,Rowan County,Salisbury
North Carolina,37161,Rutherford County,Rutherfordton
North Carolina,37163,Sampson County,Clinton
North Carolina,37165,Scotland County,Laurinburg
North Carolina,37167,Stanly County,Albemarle
North Carolina,37169,Stokes County,Danbury
North Carolina,37171,Surry County,Dobson
North Carolina,37173,Swain County,Bryson City
North Carolina,37175,Transylvania County,Brevard
North Carolina,37177,Tyrrell County,Columbia
North Carolina,37179,Union County,Monroe
North Carolina,37181,Vance County,Henderson
North Carolina,37183,Wake County,Raleigh
North Carolina,37185,Warren County,Warrenton
North Carolina,37187,Washington County,Plymouth
North Carolina,37189,Watauga County,Boone
North Carolina,37191,Wayne County,Goldsboro
North Carolina,37193,Wilkes County,Wilkesboro
North Carolina,37195,Wilson County,Wilson
North Carolina,37197,Yadkin County,Yadkinville
North Carolina,37199,Yancey County,Burnsville
North Dakota,38001,Adams County,Hettinger
North Dakota,38003,Barnes County,Valley City
North Dakota,38005,Benson County,Minnewaukan
North Dakota,38007,Billings County,Medora
North Dakota,38009,Bottineau County,Bottineau
North Dakota,38011,Bowman County,Bowman
North Dakota,38013,Burke County,Bowbells
North Dakota,38015,Burleigh County,Bismarck
North Dakota,38017,Cass County,Fargo
North Dakota,38019,Cavalier County,Langdon
North Dakota,38021,Dickey County,Ellendale
North Dakota,38023,Divide County,Crosby
North Dakota,38025,Dunn County,Manning
North Dakota,38027,Eddy County,New Rockford
North Dakota,38029,Emmons County,Linton
North Dakota,38031,Foster County,Carrington
North Dakota,38033,Golden Valley County,Beach
North Dakota,38035,Grand Forks County,Grand Forks
North Dakota,38037,Grant County,Carson
North Dakota,38039,Griggs County,Cooperstown
North Dakota,38041,Hettinger County,Mott
North Dakota,38043,Kidder County,Steele
North Dakota,38045,LaMoure County,LaMoure
North Dakota,38047,Logan County,Napoleon
North Dakota,38049,McHenry County,Towner
North Dakota,38051,McIntosh County,Ashley
North Dakota,38053,McKenzie County,Watford City
North Dakota,38055,McLean County,Washburn
North Dakota,38057,Mercer County,Stanton
North Dakota,38059,Morton County,Mandan
North Dakota,38061,Mountrail County,Stanley
North Dakota,38063,Nelson County,Lakota
North Dakota,38065,Oliver County,Center
North Dakota,38067,Pembina County,Cavalier
North Dakota,38069,Pierce County,Rugby
North Dakota,38071,Ramsey County,Devils Lake
North Dakota,38073,Ransom County,Lisbon
North Dakota,38075,Renville County,Mohall
North Dakota,38077,Richland County,Wahpeton
North Dakota,38079,Rolette County,Rolla
North Dakota,38081,Sargent County,Forman
North Dakota,38083,Sheridan County,McClusky
North Dakota,38085,Sioux County,Fort Yates
North Dakota,38087,Slope County,Amidon
North Dakota,38089,Stark County,Dickinson
North Dakota,38091,Steele County,Finley
North Dakota,38093,Stutsman County,Jamestown
North Dakota,38095,Towner County,Cando
North Dakota,38097,Traill County,Hillsboro
North Dakota,38099,Walsh County,Grafton
North Dakota,38101,Ward County,Minot
North Dakota,38103,Wells County,Fessenden
North Dakota,38105,Williams County,Williston
Ohio,39001,Adams County,West Union
Ohio,39003,Allen County,Lima
Ohio,39005,Ashland County,Ashland
Ohio,39007,Ashtabula County,Jefferson
Ohio,39009,Athens County,Athens
Ohio,39011,Auglaize County,Wapakoneta
Ohio,39013,Belmont County,St. Clairsville
Ohio,39015,Brown County,Georgetown
Ohio,39017,Butler County,Hamilton
Ohio,39019,Carroll County,Carrollton
Ohio,39021,Champaign County,Urbana
Ohio,39023,Clark County,Springfield
Ohio,39025,Clermont County,Batavia
Ohio,39027,Clinton County,Wilmington
Ohio,39029,Columbiana County,Lisbon
Ohio,39031,Coshocton County,Coshocton
Ohio,39033,Crawford County,Bucyrus
Ohio,39035,Cuyahoga County,Cleveland
Ohio,39037,Darke County,Greenville
Ohio,39039,Defiance County,Defiance
Ohio,39041,Delaware County,Delaware
Ohio,39043,Erie County,Sandusky
Ohio,39045,Fairfield County,Lancaster
Ohio,39047,Fayette County,Washington Court House
Ohio,39049,Franklin County,Columbus
Ohio,39051,Fulton County,Wauseon
Ohio,39053,Gallia County,Gallipolis
Ohio,39055,Geauga County,Chardon
Ohio,39057,Greene County,Xenia
Ohio,39059,Guernsey County,Cambridge
Ohio,39061,Hamilton County,Cincinnati
Ohio,39063,Hancock County,Findlay
Ohio,39065,Hardin County,Kenton
Ohio,39067,Harrison County,Cadiz
Ohio,39069,Henry County,Napoleon
Ohio,39071,Highland County,Hillsboro
Ohio,39073,Hocking County,Logan
Ohio,39075,Holmes County,Millersburg
Ohio,39077,Huron County,Norwalk
Ohio,39079,Jackson County,Jackson
Ohio,39081,Jefferson County,Steubenville
Ohio,39083,Knox County,Mount Vernon
Ohio,39085,Lake County,Painesville
Ohio,39087,Lawrence County,Ironton
Ohio,39089,Licking County,Newark
Ohio,39091,Logan County,Bellefontaine
Ohio,39093,Lorain County,Elyria
Ohio,39095,Lucas County,Toledo
Ohio,39097,Madison County,London
Ohio,39099,Mahoning County,Youngstown
Ohio,39101,Marion County,Marion
Ohio,39103,Medina County,Medina
Ohio,39105,Meigs County,Pomeroy
Ohio,39107,Mercer County,Celina
Ohio,39109,Miami County,Troy
Ohio,39111,Monroe County,Woodsfield
Ohio,39113,Montgomery County,Dayton
Ohio,39115,Morgan County,McConnelsville
Ohio,39117,Morrow County,Mount Gilead
Ohio,39119,Muskingum County,Zanesville
Ohio,39121,Noble County,Caldwell
Ohio,39123,Ottawa County,Port Clinton
Ohio,39125,Paulding County,Paulding
Ohio,39127,Perry County,New Lexington
Ohio,39129,Pickaway County,Circleville
Ohio,39131,Pike County,Waverly
Ohio,39133,Portage County,Ravenna
Ohio,39135,Preble County,Eaton
Ohio,39137,Putnam County,Ottawa
Ohio,39139,Richland County,Mansfield
Ohio,39141,Ross County,Chillicothe
Ohio,39143,Sandusky County,Fremont
Ohio,39145,Scioto County,Portsmouth
Ohio,39147,Seneca County,Tiffin
Ohio,39149,Shelby County,Sidney
Ohio,39151,Stark County,Canton
Ohio,39153,Summit County,Akron
Ohio,39155,Trumbull County,Warren
Ohio,39157,Tuscarawas County,New Philadelphia
Ohio,39159,Union County,Marysville
Ohio,39161,Van Wert County,Van Wert
Ohio,39163,Vinton County,McArthur
Ohio,39165,Warren County,Lebanon
Ohio,39167,Washington County,Marietta
Ohio,39169,Wayne County,Wooster
Ohio,39171,Williams County,Bryan
Ohio,39173,Wood County,Bowling Green
Ohio,39175,Wyandot County,Upper Sandusky
Oklahoma,40001,Adair County,Stilwell
Oklahoma,40003,Alfalfa County,Cherokee
Oklahoma,40005,Atoka County,Atoka
Oklahoma,40007,Beaver County,Beaver
Oklahoma,40009,Beckham County,Sayre
Oklahoma,40011,Blaine County,Watonga
Oklahoma,40013,Bryan County,Durant
Oklahoma,40015,Caddo County,Anadarko
Oklahoma,40017,Canadian County,El Reno
Oklahoma,40019,Carter County,Ardmore
Oklahoma,40021,Cherokee County,Tahlequah
Oklahoma,40023,Choctaw County,Hugo
Oklahoma,40025,Cimarron County,Boise City
Oklahoma,40027,Cleveland County,Norman
Oklahoma,40029,Coal County,Coalgate
Oklahoma,40031,Comanche County,Lawton
Oklahoma,40033,Cotton County,Walters
Oklahoma,40035,Craig County,Vinita
Oklahoma,40037,Creek County,Sapulpa
Oklahoma,40039,Custer County,Arapaho
Oklahoma,40041,Delaware County,Jay
Oklahoma,40043,Dewey County,Taloga
Oklahoma,40045,Ellis County,Arnett
Oklahoma,40047,Garfield County,Enid
Oklahoma,40049,Garvin County,Pauls Valley
Oklahoma,40051,Grady County,Chickasha
Oklahoma,40053,Grant County,Medford
Oklahoma,40055,Greer County,Mangum
Oklahoma,40057,Harmon County,Hollis
Oklahoma,40059,Harper County,Buffalo
Oklahoma,40061,Haskell County,Stigler
Oklahoma,40063,Hughes County,Holdenville
Oklahoma,40065,Jackson County,Altus
Oklahoma,40067,Jefferson County,Waurika
Oklahoma,40069,Johnston County,Tishomingo
Oklahoma,40071,Kay County,Newkirk
Oklahoma,40073,Kingfisher County,Kingfisher
Oklahoma,40075,Kiowa County,Hobart
Oklahoma,40077,Latimer County,Wilburton
Oklahoma,40079,Le Flore County,Poteau
Oklahoma,40081,Lincoln County,Chandler
Oklahoma,40083,Logan County,Guthrie
Oklahoma,40085,Love County,Marietta
Oklahoma,40093,Major County,Fairview
Oklahoma,40095,Marshall County,Madill
Oklahoma,40097,Mayes County,Pryor
Oklahoma,40087,McClain County,Purcell
Oklahoma,40089,McCurtain County,Idabel
Oklahoma,40091,McIntosh County,Eufaula
Oklahoma,40099,Murray County,Sulphur
Oklahoma,40101,Muskogee County,Muskogee
Oklahoma,40103,Noble County,Perry
Oklahoma,40105,Nowata County,Nowata
Oklahoma,40107,Okfuskee County,Okemah
Oklahoma,40109,Oklahoma County,Oklahoma City
Oklahoma,40111,Okmulgee County,Okmulgee
Oklahoma,40113,Osage County,Pawhuska
Oklahoma,40115,Ottawa County,Miami
Oklahoma,40117,Pawnee County,Pawnee
Oklahoma,40119,Payne County,Stillwater
Oklahoma,40121,Pittsburg County,McAlester
Oklahoma,40123,Pontotoc County,Ada
Oklahoma,40125,Pottawatomie County,Shawnee
Oklahoma,40127,Pushmataha County,Antlers
Oklahoma,40129,Roger Mills County,Cheyenne
Oklahoma,40131,Rogers County,Claremore
Oklahoma,40133,Seminole County,Wewoka
Oklahoma,40135,Sequoyah County,Sallisaw
Oklahoma,40137,Stephens County,Duncan
Oklahoma,40139,Texas County,Guymon
Oklahoma,40141,Tillman County,Frederick
Oklahoma,40143,Tulsa County,Tulsa
Oklahoma,40145,Wagoner County,Wagoner
Oklahoma,40147,Washington County,Bartlesville
Oklahoma,40149,Washita County,Cordell
Oklahoma,40151,Woods County,Alva
Oklahoma,40153,Woodward County,Woodward
Oregon,41001,Baker County,Baker City
Oregon,41003,Benton County,Corvallis
Oregon,41005,Clackamas County,Oregon City
Oregon,41007,Clatsop County,Astoria
Oregon,41009,Columbia County,Saint Helens
Oregon,41011,Coos County,Coquille
Oregon,41013,Crook County,Prineville
Oregon,41015,Curry County,Gold Beach
Oregon,41017,Deschutes County,Bend
Oregon,41019,Douglas County,Roseburg
Oregon,41021,Gilliam County,Condon
Oregon,41023,Grant County,Canyon City
Oregon,41025,Harney County,Burns
Oregon,41027,Hood River County,Hood River
Oregon,41029,Jackson County,Medford
Oregon,41031,Jefferson County,Madras
Oregon,41033,Josephine County,Grants Pass
Oregon,41035,Klamath County,Klamath Falls
Oregon,41037,Lake County,Lakeview
Oregon,41039,Lane County,Eugene
Oregon,41041,Lincoln County,Newport
Oregon,41043,Linn County,Albany
Oregon,41045,Malheur County,Vale
Oregon,41047,Marion County,Salem
Oregon,41049,Morrow County,Heppner
Oregon,41051,Multnomah County,Portland
Oregon,41053,Polk County,Dallas
Oregon,41055,Sherman County,Moro
Oregon,41057,Tillamook County,Tillamook
Oregon,41059,Umatilla County,Pendleton
Oregon,41061,Union County,La Grande
Oregon,41063,Wallowa County,Enterprise
Oregon,41065,Wasco County,The Dalles
Oregon,41067,Washington County,Hillsboro
Oregon,41069,Wheeler County,Fossil
Oregon,41071,Yamhill County,McMinnville
Pennsylvania,42001,Adams County,Gettysburg
Pennsylvania,42003,Allegheny County,Pittsburgh
Pennsylvania,42005,Armstrong County,Kittanning
Pennsylvania,42007,Beaver County,Beaver
Pennsylvania,42009,Bedford County,Bedford
Pennsylvania,42011,Berks County,Reading
Pennsylvania,42013,Blair County,Hollidaysburg
Pennsylvania,42015,Bradford County,Towanda
Pennsylvania,42017,Bucks County,Doylestown
Pennsylvania,42019,Butler County,Butler
Pennsylvania,42021,Cambria County,Ebensburg
Pennsylvania,42023,Cameron County,Emporium
Pennsylvania,42025,Carbon County,Jim Thorpe
Pennsylvania,42027,Centre County,Bellefonte
Pennsylvania,42029,Chester County,West Chester
Pennsylvania,42031,Clarion County,Clarion
Pennsylvania,42033,Clearfield County,Clearfield
Pennsylvania,42035,Clinton County,Lock Haven
Pennsylvania,42037,Columbia County,Bloomsburg
Pennsylvania,42039,Crawford County,Meadville
Pennsylvania,42041,Cumberland County,Carlisle
Pennsylvania,42043,Dauphin County,Harrisburg
Pennsylvania,42045,Delaware County,Media
Pennsylvania,42047,Elk County,Ridgway
Pennsylvania,42049,Erie County,Erie
Pennsylvania,42051,Fayette County,Uniontown
Pennsylvania,42053,Forest County,Tionesta
Pennsylvania,42055,Franklin County,Chambersburg
Pennsylvania,42057,Fulton County,McConnellsburg
Pennsylvania,42059,Greene County,Waynesburg
Pennsylvania,42061,Huntingdon County,Huntingdon
Pennsylvania,42063,Indiana County,Indiana
Pennsylvania,42065,Jefferson County,Brookville
Pennsylvania,42067,Juniata County,Mifflintown
Pennsylvania,42069,Lackawanna County,Scranton
Pennsylvania,42071,Lancaster County,Lancaster
Pennsylvania,42073,Lawrence County,New Castle
Pennsylvania,42075,Lebanon County,Lebanon
Pennsylvania,42077,Lehigh County,Allentown
Pennsylvania,42079,Luzerne County,Wilkes-Barre
Pennsylvania,42081,Lycoming County,Williamsport
Pennsylvania,42083,McKean County,Smethport
Pennsylvania,42085,Mercer County,Mercer
Pennsylvania,42087,Mifflin County,Lewistown
Pennsylvania,42089,Monroe County,Stroudsburg
Pennsylvania,42091,Montgomery County,Norristown
Pennsylvania,42093,Montour County,Danville
Pennsylvania,42095,Northampton County,Easton
Pennsylvania,42097,Northumberland County,Sunbury
Pennsylvania,42099,Perry County,New Bloomfield
Pennsylvania,42101,Philadelphia County,Philadelphia
Pennsylvania,42103,Pike County,Milford
Pennsylvania,42105,Potter County,Coudersport
Pennsylvania,42107,Schuylkill County,Pottsville
Pennsylvania,42109,Snyder County,Middleburg
Pennsylvania,42111,Somerset County,Somerset
Pennsylvania,42113,Sullivan County,Laporte
Pennsylvania,42115,Susquehanna County,Montrose
Pennsylvania,42117,Tioga County,Wellsboro
Pennsylvania,42119,Union County,Lewisburg
Pennsylvania,42121,Venango County,Franklin
Pennsylvania,42123,Warren County,Warren
Pennsylvania,42125,Washington County,Washington
Pennsylvania,42127,Wayne County,Honesdale
Pennsylvania,42129,Westmoreland County,Greensburg
Pennsylvania,42131,Wyoming County,Tunkhannock
Pennsylvania,42133,York County,York
Rhode Island,44001,Bristol County,Bristol
Rhode Island,44001,Bristol County,Bristol
Rhode Island,44003,Kent County,East Greenwich
Rhode Island,44005,Newport County,Newport
Rhode Island,44007,Providence County,Providence
Rhode Island,44009,Washington County,South Kingstown
South Carolina,45001,Abbeville County,Abbeville
South Carolina,45003,Aiken County,Aiken
South Carolina,45005,Allendale County,Allendale
South Carolina,45007,Anderson County,Anderson
South Carolina,45009,Bamberg County,Bamberg
South Carolina,45011,Barnwell County,Barnwell
South Carolina,45013,Beaufort County,Beaufort
South Carolina,45015,Berkeley County,Moncks Corner
South Carolina,45017,Calhoun County,St. Matthews
South Carolina,45019,Charleston County,Charleston
South Carolina,45021,Cherokee County,Gaffney
South Carolina,45023,Chester County,Chester
South Carolina,45025,Chesterfield County,Chesterfield
South Carolina,45027,Clarendon County,Manning
South Carolina,45029,Colleton County,Walterboro
South Carolina,45031,Darlington County,Darlington
South Carolina,45033,Dillon County,Dillon
South Carolina,45035,Dorchester County,St. George
South Carolina,45037,Edgefield County,Edgefield
South Carolina,45039,Fairfield County,Winnsboro
South Carolina,45041,Florence County,Florence
South Carolina,45043,Georgetown County,Georgetown
South Carolina,45045,Greenville County,Greenville
South Carolina,45047,Greenwood County,Greenwood
South Carolina,45049,Hampton County,Hampton
South Carolina,45051,Horry County,Conway
South Carolina,45053,Jasper County,Ridgeland
South Carolina,45055,Kershaw County,Camden
South Carolina,45057,Lancaster County,Lancaster
South Carolina,45059,Laurens County,Laurens
South Carolina,45061,Lee County,Bishopville
South Carolina,45063,Lexington County,Lexington
South Carolina,45067,Marion County,Marion
South Carolina,45069,Marlboro County,Bennettsville
South Carolina,45065,McCormick County,McCormick
South Carolina,45071,Newberry County,Newberry
South Carolina,45073,Oconee County,Walhalla
South Carolina,45075,Orangeburg County,Orangeburg
South Carolina,45077,Pickens County,Pickens
South Carolina,45079,Richland County,Columbia
South Carolina,45081,Saluda County,Saluda
South Carolina,45083,Spartanburg County,Spartanburg
South Carolina,45085,Sumter County,Sumter
South Carolina,45087,Union County,Union
South Carolina,45089,Williamsburg County,Kingstree
South Carolina,45091,York County,York
South Dakota,46003,Aurora County,Plankinton
South Dakota,46005,Beadle County,Huron
South Dakota,46007,Bennett County,Martin
South Dakota,46009,Bon Homme County,Tyndall
South Dakota,46011,Brookings County,Brookings
South Dakota,46013,Brown County,Aberdeen
South Dakota,46015,Brule County,Chamberlain
South Dakota,46017,Buffalo County,Gann Valley
South Dakota,46019,Butte County,Belle Fourche
South Dakota,46021,Campbell County,Mound City
South Dakota,46023,Charles Mix County,Lake Andes
South Dakota,46025,Clark County,Clark
South Dakota,46027,Clay County,Vermillion
South Dakota,46029,Codington County,Watertown
South Dakota,46031,Corson County,McIntosh
South Dakota,46033,Custer County,Custer
South Dakota,46035,Davison County,Mitchell
South Dakota,46037,Day County,Webster
South Dakota,46039,Deuel County,Clear Lake
South Dakota,46041,Dewey County,Timber Lake
South Dakota,46043,Douglas County,Armour
South Dakota,46045,Edmunds County,Ipswich
South Dakota,46047,Fall River County,Hot Springs
South Dakota,46049,Faulk County,Faulkton
South Dakota,46051,Grant County,Milbank
South Dakota,46053,Gregory County,Burke
South Dakota,46055,Haakon County,Philip
South Dakota,46057,Hamlin County,Hayti
South Dakota,46059,Hand County,Miller
South Dakota,46061,Hanson County,Alexandria
South Dakota,46063,Harding County,Buffalo
South Dakota,46065,Hughes County,Pierre
South Dakota,46067,Hutchinson County,Olivet
South Dakota,46069,Hyde County,Highmore
South Dakota,46071,Jackson County,Kadoka
South Dakota,46073,Jerauld County,Wessington Springs
South Dakota,46075,Jones County,Murdo
South Dakota,46077,Kingsbury County,De Smet
South Dakota,46079,Lake County,Madison
South Dakota,46081,Lawrence County,Deadwood
South Dakota,46083,Lincoln County,Canton
South Dakota,46085,Lyman County,Kennebec
South Dakota,46091,Marshall County,Britton
South Dakota,46087,McCook County,Salem
South Dakota,46089,McPherson County,Leola
South Dakota,46093,Meade County,Sturgis
South Dakota,46095,Mellette County,White River
South Dakota,46097,Miner County,Howard
South Dakota,46099,Minnehaha County,Sioux Falls
South Dakota,46101,Moody County,Flandreau
South Dakota,46102,Oglala Lakota County,Hot Springs
South Dakota,46103,Pennington County,Rapid City
South Dakota,46105,Perkins County,Bison
South Dakota,46107,Potter County,Gettysburg
South Dakota,46109,Roberts County,Sisseton
South Dakota,46111,Sanborn County,Woonsocket
South Dakota,46115,Spink County,Redfield
South Dakota,46117,Stanley County,Fort Pierre
South Dakota,46119,Sully County,Onida
South Dakota,46121,Todd County,Winner
South Dakota,46123,Tripp County,Winner
South Dakota,46125,Turner County,Parker
South Dakota,46127,Union County,Elk Point
South Dakota,46129,Walworth County,Selby
South Dakota,46135,Yankton County,Yankton
South Dakota,46137,Ziebach County,Dupree
Tennessee,47001,Anderson County,Clinton
Tennessee,47003,Bedford County,Shelbyville
Tennessee,47005,Benton County,Camden
Tennessee,47007,Bledsoe County,Pikeville
Tennessee,47009,Blount County,Maryville
Tennessee,47011,Bradley County,Cleveland
Tennessee,47013,Campbell County,Jacksboro
Tennessee,47015,Cannon County,Woodbury
Tennessee,47017,Carroll County,Huntingdon
Tennessee,47019,Carter County,Elizabethton
Tennessee,47021,Cheatham County,Ashland City
Tennessee,47023,Chester County,Henderson
Tennessee,47025,Claiborne County,Tazewell
Tennessee,47027,Clay County,Celina
Tennessee,47029,Cocke County,Newport
Tennessee,47031,Coffee County,Manchester
Tennessee,47033,Crockett County,Alamo
Tennessee,47035,Cumberland County,Crossville
Tennessee,47037,Davidson County,Nashville
Tennessee,47039,Decatur County,Decaturville
Tennessee,47041,DeKalb County,Smithville
Tennessee,47043,Dickson County,Charlotte
Tennessee,47045,Dyer County,Dyersburg
Tennessee,47047,Fayette County,Somerville
